outlet,phase,source,target,polarity,raw_verb,quote,doc_id
dawn,post,Hezbollah,Israel,negative,targeted,Hezbollah saying it targeted Israeli troops,2100_0
dawn,post,Israel,Lebanon,negative,strikes killing,Israeli strikes killing at least ten people in southern Lebanon,2100_0
dawn,post,Hezbollah,Israel,negative,targeted,its fighters targeted soldiers in northern Israel with a rocket barrage,2100_0
dawn,post,Hezbollah,Israel,negative,aimed,the group said it aimed a “salvo of rockets” at Israeli soldiers and vehicles,2100_0
dawn,post,Hezbollah,Israel,negative,targeted,targeted an Israeli command position near the Chqif Castle with two drones,2100_0
dawn,post,Israel,Lebanon,negative,strikes,Among the Israeli strikes on Wednesday was one targeting a car on the main highway out of the capital,2100_0
dawn,post,Israel,Lebanon,negative,strikes,The NNA also reported strikes on more than 20 locations in the south,2100_0
dawn,post,Israel,Lebanon,negative,warned,Israel’s military warned residents of several villages to evacuate,2100_0
dawn,post,Israel,Lebanon,negative,attack,an Israeli attack on Al-Hawsh near the city of Tyre killed four Syrians and two Palestinians,2100_0
dawn,post,Israel,Lebanon,negative,strike,"an Israeli strike elsewhere in the south targeted an ambulance, killing two paramedics",2100_0
dawn,post,Israel,Lebanon,negative,strike,a third paramedic was later reported killed in an attack that the NNA said targeted an ambulance team,2100_0
dawn,post,Israel,Lebanon,negative,strike,Lebanon’s army said a soldier was also killed in an Israeli strike,2100_0
dawn,post,Israel,Lebanon,negative,attack,an officer and a soldier were wounded in a separate attack on a military vehicle,2100_0
dawn,post,Lebanon,Israel,negative,denounced,"The force denounced what it called Israel’s “deliberate targeting of army personnel, vehicles and positions”",2100_0
dawn,post,US,Iran,negative,struck,the US military said it struck radar sites in Iran after downing drones headed toward the strait,2118_0
dawn,post,Iran,US,negative,targeted,Iran’s Revolutionary Guards said early on Saturday they had targeted “enemy bases in the area” with missiles in response to a US “invasion” of the country’s Sirik and Qeshm islands,2118_0
dawn,post,US,Iran,negative,downed,Centcom said its forces also downed four Iranian drones headed toward the Strait of Hormuz,2118_0
dawn,post,US,Iran,negative,striking,before striking Iranian coastal radar installations in Goruk and on Qeshm Island,2118_0
dawn,post,Iran,US,negative,hit,enemy bases in the region were hit by aerial missiles,2118_0
dawn,post,Kuwait,Iran,negative,responding,Kuwait’s military said early on Saturday it was responding to “hostile” missile and drone attacks,2118_0
dawn,post,Lebanon,Iran,negative,called,Lebanon — which was drawn into the Middle East war when Hezbollah attacked Israel on March 2 — called on Friday for Iran to stop interfering in its affairs,2118_0
dawn,post,Iran,Lebanon,negative,took aim,Iran’s Foreign Minister Abbas Araghchi took aim at similar criticism from Lebanese President Joseph Aoun early on Saturday,2118_0
dawn,post,Iran,Lebanon,negative,calling on,calling on him to save Lebanon from its “real foe”,2118_0
dawn,post,Iran,US,negative,bargaining chip,Lebanese President Joseph Aoun on Friday accused Iran of using Lebanon as a “bargaining chip” in negotiations with the US,2114_0
dawn,post,Iran,Lebanon,negative,using lebanon as a bargaining chip,They are using Lebanon as a bargaining chip in their negotiation with the United States,2114_0
dawn,post,Iran,IAEA,negative,repudiated,Iran has repudiated an International Atomic Energy Agency (IAEA) report as a “tool of political pressure”,2122_0
dawn,post,IAEA,Iran,neutral,urges,urges immediate resumption of verification activities,2122_0
dawn,post,IAEA,Iran,neutral,acknowledged,the agency acknowledged that the military attacks on Iran’s nuclear facilities and sites have created an unprecedented situation,2122_0
dawn,post,IAEA,Iran,neutral,conduct verification activities,it is critical for the agency to conduct verification activities in Iran without delay,2122_0
dawn,post,Iran,US,negative,said,Gharibabadi on Saturday said the Israeli-American strikes are “not only a violation of Iran’s sovereignty”,2122_0
dawn,post,Iran,Israel,negative,said,Gharibabadi on Saturday said the Israeli-American strikes are “not only a violation of Iran’s sovereignty”,2122_0
dawn,post,US,Iran,negative,annihilate,"according to US President Donald Trump, made it possible to “annihilate” the country’s nuclear programme",2122_0
dawn,post,Iran,US,negative,said,"Moham­med Bag­her Ghalibaf, said US bases and Israeli assets were legitimate targets",2130_0
dawn,post,Iran,Israel,negative,said,"Moham­med Bag­her Ghalibaf, said US bases and Israeli assets were legitimate targets",2130_0
dawn,post,Iran,Israel,negative,would deliver,Iran would deliver a “decisive and painful response” to Sunday’s Israeli strikes on Lebanon,2130_0
dawn,post,US,Hezbollah,negative,called for,US Presi­dent Donald Trump called for “more surgical strikes” against Hezbollah in Lebanon,2130_0
dawn,post,Israel,Lebanon,negative,strike,An Israeli strike on a military vehicle in southern Lebanon killed three soldiers,2123_0
dawn,post,Iran,Israel,negative,warns,IRGC warns of broader response in case of further aggression,2131_0
dawn,post,Iran,Israel,negative,accused,accused the US of having given a “green light” for the Beirut attack,2131_0
dawn,post,Iran,US,negative,accused,accused the US of having given a “green light” for the Beirut attack,2131_0
dawn,post,Iran,Israel,negative,demanding,demanding it halt its campaign in Lebanon,2131_0
dawn,post,Iran,US,negative,demanding,demanding it halt its campaign in Lebanon,2131_0
dawn,post,Iran,Israel,negative,warned,"“Tonight’s operation was a warning,” the IRGC said. “If such aggressions are repeated, the responses will be broader and will cover all US-Zionist targets in the region.”",2131_0
dawn,post,Iran,US,negative,warned,"“Tonight’s operation was a warning,” the IRGC said. “If such aggressions are repeated, the responses will be broader and will cover all US-Zionist targets in the region.”",2131_0
dawn,post,US,Iran,negative,destroyed,US Central Command (Centcom) said it destroyed two Iranian drones “that threatened international maritime traffic in the Strait of Hormuz”,2131_0
dawn,post,US,Iran,negative,struck,hours after announcing it struck four other drones and coastal surveillance radar sites,2131_0
dawn,post,Iran,France,neutral,held phone calls,"Iranian Foreign Minister Abbas Araghchi held phone calls with French, Qatari foreign ministers",2131_0
dawn,post,Iran,Qatar,neutral,held phone calls,"Iranian Foreign Minister Abbas Araghchi held phone calls with French, Qatari foreign ministers",2131_0
dawn,post,Iran,UK,neutral,spoke to,"Earlier in the day, he spoke to his counterparts in Britain and Turkiye",2131_0
dawn,post,Iran,Turkey,neutral,spoke to,"Earlier in the day, he spoke to his counterparts in Britain and Turkiye",2131_0
dawn,post,US,Israel,negative,urges,Trump urges Netanyahu not to retaliate after Iranian strikes,2131_0
dawn,post,US,Iran,positive,urged,He urged Iran to “get back to the table and make a deal.”,2131_0
dawn,post,US,Israel,negative,criticized,"Trump also criticized Israel’s strikes on Beirut on Sunday, saying he was “not happy about it.”",2131_0
dawn,post,Pakistan,Iran,positive,discussed,The minister discussed bilateral relations and the state of the US-Iran peace process during a meeting with Iranian Foreign Minister Abbas Araghchi,2131_0
dawn,post,Pakistan,Iran,positive,delivered,"During the meeting with Mr Araghchi, Mr Naqvi also delivered the letter from PM Shehbaz Sharif addressed to Iran’s supreme leader, Ayatollah Mojtaba Khamenei.",2131_0
dawn,post,Iran,US,negative,calling for,calling for the release of some $24 billion in frozen Iranian assets,2131_0
dawn,post,US,Iran,negative,would not unfreeze,Trump said in the same interview that he would not unfreeze Iranian assets before reaching an initial agreement with Tehran.,2131_0
dawn,post,Iran,Israel,negative,retaliated,Tehran retaliated to the strike on its petrochemical complex by attacking similar industrial targets in Israel’s Haifa,2132_0
dawn,post,Israel,Iran,negative,accused,Israel accused Tehran of making a “grave mistake”,2132_0
dawn,post,US,Iran,neutral,peace talks,his administration’s peace talks with Tehran,2132_0
dawn,post,Iran,Israel,negative,targeted,Iran’s Revolutionary Guards said they had targeted Ramat David air base,2132_0
dawn,post,US,Israel,positive,told,Trump told Netanyahu during the call to refrain from further strikes,2132_0
dawn,post,US,Iran,positive,suggest,"What I would suggest to Iran: You’ve shot your missiles, that’s enough, get back to the table and make a deal",2132_0
dawn,post,Iran,US,negative,violation of agreements,violation of agreements over Lebanon,2132_0
dawn,post,Israel,Lebanon,negative,strikes,Israel’s Sunday strikes on Beirut’s southern outskirts,2132_0
dawn,post,US,Iran,negative,prevent,any agreement to end the war must prevent Iran from developing a nuclear weapon,2132_0
dawn,post,Iran,US,negative,claimed to have fired ‘warning shots’,Iran claimed to have fired ‘warning shots’ at US vessels,2112_0
dawn,post,US,Iran,negative,denied the claim,Washington denied the claim,2112_0
dawn,post,US,Iran,negative,responded with a fresh set of sanctions,responded with a fresh set of sanctions targeting Iranian assets and vessels,2112_0
dawn,post,Iran,US,negative,fired missiles attack drones,"the Iranian navy fired missiles attack drones, forcing two US destroyers to leave the Sea of Oman",2112_0
dawn,post,US,Iran,negative,denied the claim,the US military denied the claim,2112_0
dawn,post,US,Iran,negative,fully enforcing the ongoing blockade,US forces continue to operate freely in regional waters while fully enforcing the ongoing blockade against Iran,2112_0
dawn,post,US,Iran,negative,announced the interception,US forces announced the interception of a sanctioned tanker in the Indian Ocean,2112_0
dawn,post,Iran,US,negative,warned,We warned regional states that US bases used for any aggression against Iran are legitimate targets.”,2112_0
dawn,post,US,Iran,negative,imposed sanctions,"the US Treasury imposed sanctions on a network of individuals, entities, and tankers smuggling Iranian-origin liquid petroleum gas",2112_0
dawn,post,Russia,Iran,positive,supports ongoing negotiations,Russia on Friday said it supports ongoing negotiations between Iran and the United States,2112_0
dawn,post,Russia,US,positive,supports ongoing negotiations,Russia on Friday said it supports ongoing negotiations between Iran and the United States,2112_0
dawn,post,Russia,Iran,positive,backed the negotiations,"Mr Lavrov said Moscow backed the negotiations, “taking place in one way or another between officials in Washington and Tehran with Pakistani mediation”.",2112_0
dawn,post,Russia,US,positive,backed the negotiations,"Mr Lavrov said Moscow backed the negotiations, “taking place in one way or another between officials in Washington and Tehran with Pakistani mediation”.",2112_0
dawn,post,Saudi_Arabia,Iran,positive,trying to contribute to the process,Saudi Arabia and Egypt are also trying to contribute to the process,2112_0
dawn,post,Saudi_Arabia,US,positive,trying to contribute to the process,Saudi Arabia and Egypt are also trying to contribute to the process,2112_0
dawn,post,Egypt,Iran,positive,trying to contribute to the process,Saudi Arabia and Egypt are also trying to contribute to the process,2112_0
dawn,post,Egypt,US,positive,trying to contribute to the process,Saudi Arabia and Egypt are also trying to contribute to the process,2112_0
dawn,post,Iran,UAE,negative,attacking,"the meeting was requested by Egypt, Jordan, Morocco, and Saudi Arabia in response to Iran attacking the UAE’s Barakah Nuclear Power Plant last month",2112_0
dawn,post,Iran,US,negative,detailed how the us and israel carried out 17 waves of strikes,Iran detailed how the US and Israel carried out 17 waves of strikes against Iranian safeguarded nuclear sites in 2025 and 2026,2112_0
dawn,post,Iran,Israel,negative,detailed how the us and israel carried out 17 waves of strikes,Iran detailed how the US and Israel carried out 17 waves of strikes against Iranian safeguarded nuclear sites in 2025 and 2026,2112_0
dawn,post,US,Israel,negative,tells,US president tells Netanyahu to be careful or ‘you will be on your own’,2138_0
dawn,post,Israel,Iran,negative,hits,Israel hits petrochemical complex following Iranian missile barrages,2138_0
dawn,post,Iran,Israel,negative,warns,Tehran warns of stronger response if Lebanon attacks continue,2138_0
dawn,post,Iran,Israel,negative,fired,Tehran fired missiles towards Israeli territory late on Sunday,2138_0
dawn,post,Israel,Iran,negative,struck,Israel then said it had struck targets at the Mah­shahr petrochemical complex,2138_0
dawn,post,Iran,Israel,negative,retaliated,Iran’s Islamic Revol­utionary Guard Corps (IRGC) said it had retaliated with a strike aimed at a similar Israeli plant,2138_0
dawn,post,Iran,Israel,negative,would attack,it would attack again if Israel persisted with its strikes in Lebanon,2138_0
dawn,post,Israel,Iran,negative,warned,"Netanyahu warned in turn that should Iran “make the mistake of resuming attacks against us, we will respond with full force”",2138_0
dawn,post,Israel,Lebanon,negative,would strike,said Israel would strike the Hezbollah-dominated southern suburbs of Beirut,2138_0
dawn,post,US,Israel,negative,urged,"Trump, who has reportedly grown increasingly exasperated with Netanyahu, had earlier urged both sides to stop “shooting”",2138_0
dawn,post,Iran,Israel,negative,fired,Iran fired nearly 30 missiles at Israel overnight,2138_0
dawn,post,Israel,Iran,negative,targeting,Israel respon­ded by targeting military sites in Iran,2138_0
dawn,post,Iran,Israel,negative,said,"Iran’s military command said, “should acts of hostility continue, including in southern Lebanon, much more severe and crushing measures than before will follow”",2138_0
dawn,post,Israel,Iran,negative,reject,We categorically reject Iran’s threats,2138_0
dawn,post,Israel,Iran,negative,will be met,Any Iranian attempt to link Lebanon and Iran and attack Israel will be met with great force,2138_0
dawn,post,Iran,US,negative,said,"Mohammad Bagher Ghalibaf, Iran’s parliamentary speaker, said the US is “neither seeking a ceasefire nor seeking dialogue”",2138_0
dawn,post,Iran,US,negative,should respond,Tehran should respond “decisively to defend the rights of the Iranian people.”,2138_0
dawn,post,US,Israel,negative,warned,"Trump said he warned Netanyahu that if the Israeli leader went back to war with Iran, he might find himself fighting alone",2148_0
dawn,post,Israel,Iran,negative,prepared to continue operations,An Israeli military official said Israel was prepared to continue operations for “as long as it takes”,2148_0
dawn,post,Iran,US,neutral,exchanging messages,Tehran was exchanging messages with Washington in an atmosphere of “extreme suspicion”,2148_0
dawn,post,Iran,Israel,negative,warned,warned it could inflict a more “crushing” response,2135_0
dawn,post,Iran,Israel,negative,halting,Iran’s military command then said it was halting the operation against Israel after delivering a “painful response”,2135_0
dawn,post,Iran,Israel,negative,warned,"warned “that should acts of aggression and hostility continue, including in southern Lebanon, much more severe and crushing measures than before will follow”",2135_0
dawn,post,Iran,US,negative,coordinated,Iran said on Monday that the recent wave of Israeli strikes against the country was “fully coordinated” with US forces,2135_0
dawn,post,Iran,US,negative,responsibility,The direct responsibility of the United States for the actions of the Zionist regime is clear,2135_0
dawn,post,Iran,US,negative,consequences,the consequences of escalating tensions will also fall on the United States,2135_0
dawn,post,Iran,US,negative,cooperation,No one believes that the Zionist regime would carry out any action without prior coordination and cooperation with the United States,2135_0
dawn,post,Iran,US,negative,undermine,We cannot allow the Zionist entity or the United States to undermine this part of the part of the deal,2135_0
dawn,post,Iran,US,negative,contradictions,The US’s contradictions to date — whether intentional or unintentional — have caused enough chaos in the diplomatic process,2135_0
dawn,post,Iran,IAEA,negative,disregarding,BaQaei also reiterated Tehran’s stance that the head of the United Nations’ nuclear watchdog was disregarding the realities of the conflict,2135_0
dawn,post,Iran,IAEA,negative,acting,acting with deliberate bias against Iran and the Iranian nuclear issue,2135_0
dawn,post,UN,Lebanon,neutral,agreed with,I have agreed with the government of Lebanon to conduct an impartial and independent assessment mission in the country,2157_0
dawn,post,Hezbollah,Israel,negative,launched rockets at,Hezbollah said it had launched rockets at Israel,2157_0
dawn,post,Lebanon,Israel,negative,say israel’s attacks have killed,"Lebanese authorities say Israel’s attacks have killed more than 3,600 people and displaced more than one million others",2157_0
dawn,post,Iran,US,negative,called,Iran has called it “whitewashing military aggression”,2158_0
dawn,post,Iran,UN,negative,warned,Iran’s mission to the IAEA had warned the board to be “cautious on the path forward”,2158_0
dawn,post,Iran,IAEA,negative,warned,Iran’s mission to the IAEA had warned the board to be “cautious on the path forward”,2158_0
dawn,post,Iran,US,negative,warned,He warned of fallout on the already fraught talks with US negotiators,2158_0
dawn,post,Iran,US,negative,warned,We have warned about the consequences of such a wrongful act by the US and its supporters,2158_0
dawn,post,Iran,US,negative,carried out attacks,Iran’s Revolutionary Guards said they had carried out attacks against a US base in Jordan and 21 other targets in the Gulf,2152_0
dawn,post,US,Iran,negative,strikes,American strikes around ​the Strait of Hormuz,2152_0
dawn,post,Iran,US,negative,strikes,"The Iranian strikes, which included attacks in ‌Kuwait and Bahrain",2152_0
dawn,post,US,Iran,negative,targeted,"US military said on X it had targeted Iranian air defence, ground control stations and surveillance radar sites",2152_0
dawn,post,Iran,US,negative,attacked,Iran’s state media reported that ⁠Qeshm island and the port city of Sirik in the Strait of Hormuz were attacked,2152_0
dawn,post,Iran,Jordan,negative,targeted and destroyed,Iranian forces fired “long-range missiles” and “targeted and destroyed four major targets” in Jordan,2152_0
dawn,post,Jordan,Iran,negative,shot down,Jordan’s military said it shot down five missiles from Iran,2152_0
dawn,post,Iran,US,negative,struck,Guards said they had struck another US base there,2152_0
dawn,post,Kuwait,Iran,negative,engaging,Kuwaiti army said its air defence systems were engaging hostile aerial targets,2152_0
dawn,post,Iran,Kuwait,negative,targeted,Iran’s Revolutionary Guards said they had targeted the Ali Al-Salem base in Kuwait with drones,2152_0
dawn,post,Iran,US,negative,attacked,Iran’s Revolutionary ​Guards said earlier they attacked the US Fifth Fleet in Bahrain with drones,2152_0
dawn,post,Iran,US,negative,threatened,threatened “more severe responses” if hostilities continued,2152_0
dawn,post,Bahrain,Iran,negative,repelled,Air defences had repelled Iranian attacks,2152_0
dawn,post,Iran,US,negative,threatened,Iranian Foreign Minister Abbas Araghchi threatened payback,2152_0
dawn,post,Iran,US,negative,leave no attack or threat unanswered,Our Powerful Armed Forces will leave no attack or threat unanswered,2152_0
dawn,post,Iran,US,negative,urged,Araghchi urged foreign forces to leave the strait and surrounding areas,2152_0
dawn,post,Iran,US,negative,warning,warning that they faced a risk of being caught in the crossfire if they remained,2152_0
dawn,post,Israel,Lebanon,negative,airstrikes,Lebanese officials said 11 people were killed in airstrikes on the southern city of Tyre,2152_0
dawn,post,US,Iran,negative,hit hard,Iran will be “hit hard” for taking too long to negotiate a deal,2156_0
dawn,post,US,Iran,negative,struck,US forces struck Iranian targets along the Strait of Hormuz,2156_0
dawn,post,Iran,US,negative,strike,"forcing Iran to strike the US bases in Jordan, Kuwait, and Bahrain with drones and missiles",2156_0
dawn,post,US,Iran,negative,hit them hard,"We hit them hard yesterday, and we’re going to hit them again hard today",2156_0
dawn,post,Iran,US,negative,stand firm,Iran’s President Masoud Peze­shkian said the country will “stand firm” amid threats of more attacks,2156_0
dawn,post,Iran,US,negative,den­ounced,President Pezeshkian also den­ounced warnings to target Iranian infrastructure,2156_0
dawn,post,Iran,US,negative,missile strike,"as well as a long-range missile strike on an airbase in Azraq, Jordan",2156_0
dawn,post,Iran,US,negative,attacked,Iran attacked 21 US targets and destroyed four of them,2156_0
dawn,post,Iran,US,negative,warned,IRGC warned that its forces remain fully prepared to deliver a “crushing and decisive” response to any US military actions,2156_0
dawn,post,Saudi_Arabia,Iran,negative,denounced,The Iranian attacks on the Gulf states were denounced by Saudi Arabia,2156_0
dawn,post,US,Iran,negative,attacked,US military attacked Qeshm Island and ports along the Iranian coast,2156_0
dawn,post,UN,US,neutral,warned,UN Secretary General Antonio Guterres warned of the risk of returning to “full war”,2156_0
dawn,post,UN,Iran,neutral,warned,UN Secretary General Antonio Guterres warned of the risk of returning to “full war”,2156_0
dawn,post,Russia,US,neutral,urged,Russia urged “restraint” in the Iran war after Washington and Tehran traded new strikes,2156_0
dawn,post,Russia,Iran,neutral,urged,Russia urged “restraint” in the Iran war after Washington and Tehran traded new strikes,2156_0
dawn,post,China,US,neutral,urged,China said it was “deeply concerned” over the conflict in the Middle East and urged against escalation,2156_0
dawn,post,China,Iran,neutral,urged,China said it was “deeply concerned” over the conflict in the Middle East and urged against escalation,2156_0
dawn,post,Iran,US,negative,accused,He accused Washi­ngton of undermining dipl­o­­­­m­­acy through contradictory messages,2156_0
dawn,post,Iran,Israel,negative,accused,said Israel was also damaging the process through repeated ceasefire breaches in Lebanon,2156_0
dawn,post,US,Iran,negative,disabled,Centcom said it has disabled an oil tanker which has violated Washington’s naval blockade,2156_0
dawn,post,US,Iran,negative,said,Iran keeps “playing us for suckers” and will now “have to pay the price”,2160_0
dawn,post,US,Iran,negative,began,American forces began “additional self-defence strikes”,2160_0
dawn,post,US,Iran,negative,completed,Centcom said later that it had “completed” its strikes,2160_0
dawn,post,US,Iran,negative,fired,American forces “fired precision munitions on Iranian targets,2160_0
dawn,post,Iran,US,negative,hit and destroyed,they also “hit and destroyed Sheikh Isa air bases”,2160_0
dawn,post,Iran,US,negative,conducted drone strikes,the army had conducted drone strikes targeting communications antennas and radar facilities belonging to the US Fifth Fleet in Bahrain,2160_0
dawn,post,Iran,US,negative,renewed its warning,Iran also renewed its warning over the Strait of Hormuz,2160_0
dawn,post,Iran,US,negative,hit,the Iranian navy said it had hit two ships trying to sail through the Strait of Hormuz,2160_0
dawn,post,Iran,US,negative,quoted,quoted the country’s military operational command as saying the crucial waterway was “completely closed”,2160_0
dawn,post,US,Iran,negative,denied,Centcom denied that,2160_0
dawn,post,US,Iran,negative,hit,Trump said US forces hit Iran with 49 Tomahawk missiles,2160_0
dawn,post,US,Iran,negative,said,"if Iran did not accept US terms for ending the war, “We’ll bomb the S out of them tomorrow night”",2160_0
dawn,post,US,Iran,negative,hit,"“We hit them hard yesterday. We’re going to hit them again hard today,” Trump told reporters",2160_0
dawn,post,Iran,US,negative,rejected,"Iran’s UN Ambassador Amir Saeid Iravani, meanwhile, rejected Trump’s threat",2160_0
dawn,post,Pakistan,US,positive,preparing for an electronic signing,Islamabad is preparing for an electronic signing by the US and Iran on a framework for a peace deal,2170_0
dawn,post,Pakistan,Iran,positive,preparing for an electronic signing,Islamabad is preparing for an electronic signing by the US and Iran on a framework for a peace deal,2170_0
dawn,post,US,Iran,positive,reposted,US President Donald Trump reposted PM Shehbaz’s tweet,2170_0
dawn,post,Iran,US,neutral,ruled out,Iran ruled out the ‘Islamabad MoU’ would be signed on Sunday,2170_0
dawn,post,US,Iran,positive,look forward to working with,"We look forward to working with Iran and the entire Middle East, long into the future",2170_0
dawn,post,Iran,US,neutral,ruled out signing,Iran ruled out signing the deal on Sunday,2170_0
dawn,post,Iran,US,neutral,said it was close,"Iran ruled out signing the deal on Sunday, but said it was close",2170_0
dawn,post,US,Iran,positive,would participate in the de-mining,US would participate in the de-mining of the Strait of Hormuz once the accord was sealed,2170_0
dawn,post,US,Iran,negative,shot down,The US forces shot down multiple Iranian one-way attack drones heading toward the Strait of Hormuz,2170_0
dawn,post,Iran,US,negative,explosions were heard,explosions were heard along the strait in Iran’s Sirik port and Qeshm Island,2170_0
dawn,post,Iran,US,negative,attributed to shots fired,local officials attributed to shots fired by Iranian forces to warn vessels attempting to cross the waterway without permission from the IRGC navy,2170_0
dawn,post,Pakistan,Qatar,positive,expressed his deep appreciation,The prime minister expressed his deep appreciation for Qatar’s strong and steadfast support for Pakistan’s peace efforts throughout the Gulf crisis,2170_0
dawn,post,Qatar,Pakistan,positive,paid tribute,"Sheikh Mohammed bin Abdulrahman bin Jassim Al Thani, who has paid tribute to the premier and Chief of Army Staff Field Marshal Asim Munir",2170_0
dawn,post,Saudi_Arabia,US,positive,welcomed,welcomed the final stage of negotiations between the US and Iran,2170_0
dawn,post,Saudi_Arabia,Iran,positive,welcomed,welcomed the final stage of negotiations between the US and Iran,2170_0
dawn,post,Iran,US,negative,attacked,attacked the US Fifth Fleet in Bahrain,2164_0
dawn,post,Iran,US,negative,hit and destroyed,hit and destroyed Sheikh Isa air bases,2164_0
dawn,post,US,Iran,negative,targeted,"US military, meanwhile, said that it targeted “Iranian military surveillance capabilities, communication systems, and air defence sites across Iran”",2164_0
dawn,post,US,Iran,negative,fired precision munitions,"US Marine Corps, Air Force, and Navy assets fired precision munitions on Iranian targets",2164_0
dawn,post,US,Iran,negative,be hitting,The US will “be hitting Iran … very hard tonight”,2164_0
dawn,post,Iran,US,negative,warned,"Iran’s top joint military command, Khatam al-An­biya Central Headquar­ters, also warned the United States will receive a more severe response than before",2164_0
dawn,post,Iran,US,negative,condemned,Iran’s foreign ministry condemned the latest US strikes on the country,2164_0
dawn,post,Saudi_Arabia,Pakistan,positive,called for,Saudi Arabia called for renewed negotiations under Pakistani and Qatari mediation,2164_0
dawn,post,Saudi_Arabia,Qatar,positive,called for,Saudi Arabia called for renewed negotiations under Pakistani and Qatari mediation,2164_0
dawn,post,Saudi_Arabia,Pakistan,positive,called for,"the Saudi foreign ministry called for “de-escalation and restraint, urging all parties to prioritise wisdom by returning to diplomatic efforts and resuming the constructive negotiations sponsored by the Islamic Republic of Pakistan",2164_0
dawn,post,Saudi_Arabia,Qatar,positive,called for,"the Saudi foreign ministry called for “de-escalation and restraint, urging all parties to prioritise wisdom by returning to diplomatic efforts and resuming the constructive negotiations sponsored by the Islamic Republic of Pakistan, along with the efforts of the State of Qatar”",2164_0
dawn,post,Pakistan,US,positive,called for,Pakistan also called for a “negotiated settlement”,2164_0
dawn,post,Pakistan,Iran,positive,called for,Pakistan also called for a “negotiated settlement”,2164_0
dawn,post,Iran,US,negative,announced,the Revolutionary Guards announced the move overnight,2164_0
dawn,post,Iran,US,negative,closed,Iran’s new body overseeing the Strait of Hormuz confirmed a complete closure order for the strategic waterway until further notice,2164_0
dawn,post,UK,Russia,negative,intercepted,British forces on Sunday intercepted a sanctioned oil tanker belonging to Russia’s shadow fleet in the English Channel,2175_0
dawn,post,UK,Russia,negative,boarded,the vessel Smyrtos was boarded by Royal Marine Commandos and specially trained law enforcement officers from the National Crime Agency,2175_0
dawn,post,UK,Russia,negative,sanctioned,despite Russia’s best efforts to evade sanctions and continue fuelling its barbaric war with Ukraine,2175_0
dawn,post,UK,Russia,negative,sanctioned,The UK has sanctioned hundreds of vessels suspected of being part of the shadow fleet used by Russia to bypass Western embargoes,2175_0
dawn,post,UK,Russia,negative,banned,are banned from accessing UK ports and services,2175_0
dawn,post,UK,Russia,negative,disrupting,disrupting the shadow fleet was “directly bearing down on the resources sustaining Russia’s aggression in Ukraine,2175_0
dawn,post,UK,Russia,negative,delivered,the operation delivered “yet another blow to Russia and reminds those fuelling Putin’s war in Ukraine that they cannot hide”,2175_0
dawn,post,UK,Russia,negative,suspected,London has said such ships are suspected of damaging undersea cables in the Baltic Sea on several occasions,2175_0
dawn,post,UK,Russia,negative,tracked and deterred,armed forces had tracked and deterred three Russian submarines on an alleged month-long “covert operation” in UK waters in the North Atlantic near vital undersea cables and pipelines,2175_0
dawn,post,Iran,US,neutral,making it clear,making it clear that no agreement would be signed that day,2176_0
dawn,post,Pakistan,Iran,positive,conversation,a late-night conversation between Chief of Defence Forces Field Marshal Asim Munir and Araghchi on the issue also took place,2176_0
dawn,post,US,Iran,positive,said they had reached an initial deal,US President Donald Trump and Iran’s deputy foreign minister said they had reached an initial deal to end the war and to resume traffic through the Strait of Hormuz,2184_0
dawn,post,Iran,US,positive,said they had reached an initial deal,US President Donald Trump and Iran’s deputy foreign minister said they had reached an initial deal to end the war and to resume traffic through the Strait of Hormuz,2184_0
dawn,post,US,Iran,positive,will sign a memorandum of understanding,"The US and Iran will sign a memorandum of understanding in Switzerland on Friday, said Prime Minister Shehbaz Sharif, who first announced the agreement",2184_0
dawn,post,Iran,US,positive,will sign a memorandum of understanding,"The US and Iran will sign a memorandum of understanding in Switzerland on Friday, said Prime Minister Shehbaz Sharif, who first announced the agreement",2184_0
dawn,post,US,Iran,positive,said,Trump said on Sunday that the Strait of Hormuz would be open “toll free” and that a US naval blockade of Iranian ports would also end,2184_0
dawn,post,US,Russia,neutral,told,US President Donald Trump told Russian President Vladimir Putin on Sunday that ending the conflict in Ukraine was vital,2180_0
dawn,post,US,Russia,positive,ready to help,he was ready to help,2180_0
dawn,post,Russia,US,positive,congratulated,Putin congratulated Trump on his 80th birthday in an “informal” way,2180_0
dawn,post,Russia,US,neutral,rang,the Kremlin said Russian President Vladimir Putin also rang Trump to speak about the wars in Ukraine and Iran,2180_0
dawn,post,US,Iran,positive,agreed,US and Iranian officials said they had agreed on a framework to end the war,2182_0
dawn,post,US,Iran,positive,halt,halt the US blockade of Iran,2182_0
dawn,post,US,Iran,positive,reopen,reopen the Strait of Hormuz,2182_0
dawn,post,US,Iran,positive,declared,Both sides have declared the immediate and permanent termination of military operations on all fronts,2182_0
dawn,post,Iran,US,positive,declared,Both sides have declared the immediate and permanent termination of military operations on all fronts,2182_0
dawn,post,Pakistan,US,positive,thanked,We would like to thank the United States of America and the Islamic Republic of Iran for their commitment to finding a diplomatic solution,2182_0
dawn,post,Pakistan,Iran,positive,thanked,We would like to thank the United States of America and the Islamic Republic of Iran for their commitment to finding a diplomatic solution,2182_0
dawn,post,Pakistan,Qatar,positive,thanked,"extend our sincere appreciation to our brothers in this mediation effort, the great leadership of state of Qatar, for their support",2182_0
